SFA_3D_Rosbag_Average_Precision,SFA_3D_Rosbag_Average_Precision_0.5_0.55_0.95,SFA_3D_Rosbag_Hyundai_Average_IOU
"{'0.5': 0.5452656208101779, '0.55': 0.4405804892212958, '0.6': 0.3379299202847164, '0.65': 0.2552167178449739, '0.7': 0.13615226782015954, '0.75': 0.08236687720374698, '0.8': 0.03464124875145708, '0.85': 0.019622416609527807, '0.9': 0.001283836527096834, '0.95': nan}",,0.026927968334491594
