SFA_3D_Rosbag_Average_Precision,SFA_3D_Rosbag_Average_Precision_0.5_0.55_0.95,SFA_3D_Rosbag_Hyundai_Average_IOU
"{'0.5': 0.3242469382819321, '0.55': 0.253398597222845, '0.6': 0.18785746737915165, '0.65': 0.12269385111483258, '0.7': 0.06682857810549032, '0.75': 0.042086866678155394, '0.8': 0.018128695038001894, '0.85': 0.005834546782817139, '0.9': 0.0004888839862190226, '0.95': nan}",,0.053501152793277613
