SFA_3D_Rosbag_Average_Precision,SFA_3D_Rosbag_Average_Precision_0.5_0.55_0.95,SFA_3D_Rosbag_Hyundai_Average_IOU
"{'0.5': 0.47075808854468226, '0.55': 0.3581607513490329, '0.6': 0.25817553921098707, '0.65': 0.17641154031830394, '0.7': 0.09597625868228335, '0.75': 0.06445015697163149, '0.8': 0.036927790876903774, '0.85': 0.011372503958907812, '0.9': 0.0004229541835216984, '0.95': nan}",,0.02896609073755825
