SFA_3D_Rosbag_Average_Precision,SFA_3D_Rosbag_Average_Precision_0.5_0.55_0.95,SFA_3D_Rosbag_Hyundai_Average_IOU
"{'0.5': 0.5143513090063976, '0.55': 0.39412064299794364, '0.6': 0.28696667562234446, '0.65': 0.1956315079502738, '0.7': 0.10652988351609757, '0.75': 0.07059376310092168, '0.8': 0.03915935713163514, '0.85': 0.012990873426906347, '0.9': 0.0008103927902375246, '0.95': nan}",,0.029286739160460595
