SFA_3D_Rosbag_Average_Precision,SFA_3D_Rosbag_Average_Precision_0.5_0.55_0.95,SFA_3D_Rosbag_Hyundai_Average_IOU
"{'0.5': 0.5313257764401528, '0.55': 0.40888534069032245, '0.6': 0.310194377375934, '0.65': 0.21405390200496682, '0.7': 0.11991641604811192, '0.75': 0.08099566387848574, '0.8': 0.04353359241253155, '0.85': 0.017171513364889215, '0.9': 0.0007242596590050392, '0.95': nan}",,0.02963581217749073
