SFA_3D_Rosbag_Average_Precision,SFA_3D_Rosbag_Average_Precision_0.5_0.55_0.95,SFA_3D_Rosbag_Hyundai_Average_IOU
"{'0.5': 0.2524297754796262, '0.55': 0.1886497908819813, '0.6': 0.14191151089969709, '0.65': 0.0957740946241784, '0.7': 0.050036752605912616, '0.75': 0.028239860136754287, '0.8': 0.01315688815917052, '0.85': 0.004929367536776449, '0.9': 0.00028543555592979374, '0.95': 3.985201422894727e-05}",0.07754533278942556,0.05108394336224826
