SFA_3D_Rosbag_Average_Precision,SFA_3D_Rosbag_Average_Precision_0.5_0.55_0.95,SFA_3D_Rosbag_Hyundai_Average_IOU
"{'0.5': 0.2981479704435023, '0.55': 0.23057198723730066, '0.6': 0.17741334043213036, '0.65': 0.12500773580134844, '0.7': 0.07257077235804892, '0.75': 0.04911003062859739, '0.8': 0.024006181814594445, '0.85': 0.012974713196329354, '0.9': 0.001180980705236827, '0.95': nan}",,0.053411589272461917
