SFA_3D_Rosbag_Average_Precision,SFA_3D_Rosbag_Average_Precision_0.5_0.55_0.95,SFA_3D_Rosbag_Hyundai_Average_IOU
"{'0.5': 0.5453622742851421, '0.55': 0.41524193738354875, '0.6': 0.3134778037362967, '0.65': 0.22407044073080323, '0.7': 0.12844806621778054, '0.75': 0.08047498360489908, '0.8': 0.03942599623016197, '0.85': 0.01395111819476157, '0.9': 0.0006833739160206377, '0.95': nan}",,0.029642433038405802
