SFA_3D_Rosbag_Average_Precision,SFA_3D_Rosbag_Average_Precision_0.5_0.55_0.95,SFA_3D_Rosbag_Hyundai_Average_IOU
"{'0.5': 0.5280559422276331, '0.55': 0.40703818415033066, '0.6': 0.2990862862983351, '0.65': 0.20688073838147247, '0.7': 0.11603873108582884, '0.75': 0.07487515072683636, '0.8': 0.039070214125725755, '0.85': 0.016636840765361326, '0.9': 0.0007547093535276138, '0.95': nan}",,0.029291951973282934
