SFA_3D_Rosbag_Average_Precision,SFA_3D_Rosbag_Average_Precision_0.5_0.55_0.95,SFA_3D_Rosbag_Hyundai_Average_IOU
"{'0.5': 0.49283256664645625, '0.55': 0.37374577342842924, '0.6': 0.2723712227619699, '0.65': 0.1861151889758702, '0.7': 0.10202038657127459, '0.75': 0.06489966767108708, '0.8': 0.03675280725879415, '0.85': 0.013163772051158939, '0.9': 0.0007428909640658706, '0.95': 2.544796145253744e-05}",0.1542669724290559,0.0290992717534711
