SFA_3D_Rosbag_Average_Precision,SFA_3D_Rosbag_Average_Precision_0.5_0.55_0.95,SFA_3D_Rosbag_Hyundai_Average_IOU
"{'0.5': 0.7218012451583886, '0.55': 0.6092586001082992, '0.6': 0.48644870409570473, '0.65': 0.3928740519761501, '0.7': 0.2755518437974527, '0.75': 0.1758827123448183, '0.8': 0.09266947981584538, '0.85': 0.05000596620537046, '0.9': 0.02525634301321348, '0.95': 0.0033177940080296904}",0.28330667405232723,0.03011939613044348
